"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_nominal","n_eff_clifford","is_pred_to_lst"
"NDVI",70,"NDVI->LST",0.270752077622323,0.229646431772614,0.310893538377624,0,2000,661.59252604112,TRUE
"NDVI",80,"NDVI->LST",0.337046093628042,0.297611793290343,0.375332226536969,0,2000,661.59252604112,TRUE
"NDVI",90,"NDVI->LST",0.400279649180001,0.362814156802096,0.436453172253145,0,2000,661.59252604112,TRUE
"NDVI",100,"NDVI->LST",0.460009403796394,0.424742399760431,0.493882363550415,0,2000,661.59252604112,TRUE
"NDVI",110,"NDVI->LST",0.516891554506879,0.484026651714087,0.548300284235207,0,2000,661.59252604112,TRUE
"NDVI",120,"NDVI->LST",0.568735453115762,0.538323970959854,0.597667604977475,0,2000,661.59252604112,TRUE
"NDVI",10,"LST->NDVI",0.00292888274915921,-0.0409073013942215,0.0467538133388611,0.89585282387413,2000,661.59252604112,FALSE
"NDVI",20,"LST->NDVI",0.0135878446643926,-0.0302611105232446,0.0573846008793754,0.543641872047778,2000,661.59252604112,FALSE
"NDVI",30,"LST->NDVI",0.0291471210995918,-0.0147025947756893,0.072884939913933,0.192588153162669,2000,661.59252604112,FALSE
"NDVI",40,"LST->NDVI",0.0521447002815304,0.00833281270719664,0.0957567759427611,0.0196948735541849,2000,661.59252604112,FALSE
"NDVI",50,"LST->NDVI",0.0850232966946628,0.0413464478090679,0.128375817545555,0.000140733801558657,2000,661.59252604112,FALSE
"NDVI",60,"LST->NDVI",0.127602484830257,0.0842427163025879,0.170479934124943,1.02577200067344e-08,2000,661.59252604112,FALSE
"NDVI",70,"LST->NDVI",0.182060372202098,0.139341366373519,0.22410299078588,2.22044604925031e-16,2000,661.59252604112,FALSE
"NDVI",80,"LST->NDVI",0.248262534480263,0.206680613139856,0.288949243269893,0,2000,661.59252604112,FALSE
"NDVI",90,"LST->NDVI",0.31856179647525,0.27862121300326,0.357402369635849,0,2000,661.59252604112,FALSE
"NDVI",100,"LST->NDVI",0.381361293259455,0.343268233714318,0.418201806575427,0,2000,661.59252604112,FALSE
"NDVI",110,"LST->NDVI",0.442876145567126,0.406944690805053,0.477439184169621,0,2000,661.59252604112,FALSE
"NDVI",120,"LST->NDVI",0.502804983949557,0.469317053604624,0.534848700892927,0,2000,661.59252604112,FALSE
