"variable","E","k","rho","mae","rmse"
"BSI",7,14,0.828438965786647,0.014143206259676,0.0209112982356045
"BSI",7,15,0.825429025939146,0.0142648840716874,0.0210786282957616
"BSI",7,16,0.823527919314951,0.0143293375679915,0.0211862600531543
"BSI",7,17,0.821361627724646,0.0144076020325669,0.0213058926613805
"BSI",8,4,0.868148168183808,0.0125347376088999,0.0186184558310597
"BSI",8,5,0.867997768595049,0.0125314152741288,0.0185622603922773
"BSI",8,6,0.863347605406422,0.0126488199512591,0.0188547306069675
"BSI",8,7,0.859161001691176,0.0127277437467747,0.0191038830752695
"BSI",8,8,0.86145763360308,0.012763938591985,0.0189533248492307
"BSI",8,9,0.860699429242625,0.0128751876366756,0.018999367753231
"BSI",8,10,0.858992750404204,0.0129243622722228,0.0191072881515374
"BSI",8,11,0.855893293989206,0.0130322901662984,0.0193000844910441
"BSI",8,12,0.854877707455512,0.0131207673209359,0.0193656774080722
"BSI",8,13,0.854130462801859,0.0131786377798023,0.0194165123614538
"BSI",8,14,0.852196648767058,0.013254221055977,0.0195404663720509
"BSI",8,15,0.849881627902917,0.0133506566435234,0.0196833135782967
"BSI",8,16,0.847654939921144,0.0134237091793699,0.0198192844289125
"BSI",8,17,0.845526732467929,0.0135282313707143,0.0199504938059822
"BSI",9,4,0.873071099691701,0.0122600446671706,0.0182668412937006
"BSI",9,5,0.875061439961683,0.0121093443401305,0.0180862361245323
"BSI",9,6,0.874065153518725,0.0120908133795263,0.0181407373675743
"BSI",9,7,0.87254319276898,0.0121546302458275,0.0182298019315161
"BSI",9,8,0.870945641280376,0.01224383301019,0.0183358919496362
"BSI",9,9,0.869882394904563,0.0123002828764796,0.0184066234905632
"BSI",9,10,0.868829808363941,0.0123686118279238,0.0184776582066755
"BSI",9,11,0.867427855797129,0.0124309788430069,0.0185752031762522
"BSI",9,12,0.865608788578076,0.0125151723085067,0.0187004242023177
"BSI",9,13,0.860902695175842,0.0126983425039419,0.0190012421947974
"BSI",9,14,0.858911247621785,0.0127892109347144,0.0191306225826729
"BSI",9,15,0.857440934547962,0.0128770862800161,0.0192261834090644
"BSI",9,16,0.855107355486606,0.0129606518988774,0.0193688175731088
"BSI",9,17,0.85371616451988,0.0130207502341016,0.0194584142335771
"BSI",10,4,0.881390379520963,0.0118933352764189,0.0176538622885759
"BSI",10,5,0.884438426912811,0.0116754488823981,0.0174187980166673
"BSI",10,6,0.883222093161332,0.0117305409547526,0.0175004504957206
"BSI",10,7,0.881658735845061,0.0117669394660385,0.0176084167775546
"BSI",10,8,0.881208644630522,0.0118148933789681,0.0176426914267072
"BSI",10,9,0.879708461945462,0.0119083139790573,0.0177483486993102
"BSI",10,10,0.876758638974686,0.0120610170717046,0.0179508504366247
"BSI",10,11,0.874356413814318,0.0121192536842073,0.0181156848906012
"BSI",10,12,0.871058873926152,0.0122805925074686,0.018338152518547
"BSI",10,13,0.869758030909122,0.0123715904334186,0.0184263463799576
"BSI",10,14,0.86699870689385,0.0124985992951711,0.018607967506728
"BSI",10,15,0.865946063689308,0.0125562574772914,0.0186809194803101
"BSI",10,16,0.864259115548757,0.0126504678362575,0.0187939837490591
"BSI",10,17,0.861748140223192,0.0127386935681083,0.0189538704077979
"BSI",11,4,0.886197507997126,0.011657052794343,0.0173062577926052
"BSI",11,5,0.886126740855698,0.0115793635586268,0.0172952035388381
"BSI",11,6,0.885525008012253,0.0115744632289803,0.0173363798868132
"BSI",11,7,0.884940032600977,0.0115991991366687,0.0173778654053163
"BSI",11,8,0.882927143702927,0.0117143265297793,0.0175222027417777
"BSI",11,9,0.881959670444333,0.0117481946852167,0.0175922024044023
"BSI",11,10,0.8809593095143,0.0118416279719365,0.0176637951760847
"BSI",11,11,0.877808449605465,0.0119503914222923,0.0178828552168513
"BSI",11,12,0.873618229130262,0.0121345280240721,0.0181672418178705
"BSI",11,13,0.872785330348139,0.0121846813905783,0.0182254978991524
"BSI",11,14,0.870217891581447,0.0123174122961872,0.0183972763118099
"BSI",11,15,0.868118676606996,0.0124014671125217,0.0185392943460907
"BSI",11,16,0.865690190307555,0.0125139453388745,0.0186958384748983
"BSI",11,17,0.864512194048093,0.0125695822204242,0.0187765064149543
"BSI",12,4,0.885582000634431,0.0116376628526054,0.0173445390928754
"BSI",12,5,0.88574554257717,0.0115870399468962,0.0173226716871983
"BSI",12,6,0.883467091747343,0.0116760932117067,0.0174812958988642
"BSI",12,7,0.882992621711155,0.0117080182489169,0.0175156377933355
"BSI",12,8,0.881965763870548,0.0117456168497566,0.0175907461757757
"BSI",12,9,0.880808853259729,0.0118132200771283,0.0176719214569001
"BSI",12,10,0.878929204442143,0.0118937704847121,0.0178029672532018
"BSI",12,11,0.87659812492066,0.0119975817657444,0.017967159200594
"BSI",12,12,0.874626797084489,0.0121224513123251,0.0181017141205609
"BSI",12,13,0.872825459053929,0.0121883019644045,0.0182255834513527
"BSI",12,14,0.871437236740543,0.012268084362799,0.0183215233077701
"BSI",12,15,0.87044804295036,0.0123168754675313,0.0183910690319843
"BSI",12,16,0.868944225598045,0.0123795729554884,0.0184920317164033
"BSI",12,17,0.8665993730352,0.0124877721262434,0.0186475686866711
"BSI",13,4,0.886956734301289,0.0116599991773431,0.0172515779487148
"BSI",13,5,0.88594617890515,0.0115717806187685,0.017307684061149
"BSI",13,6,0.884023916721687,0.0116796626372507,0.0174412802642533
"BSI",13,7,0.883130823552108,0.0117052821374495,0.0175064395427609
"BSI",13,8,0.882298728611168,0.0117417820131275,0.0175670466471041
"BSI",13,9,0.881465544206356,0.01180107227493,0.0176276242410641
"BSI",13,10,0.879841079531393,0.0118725192928264,0.0177423547433945
"BSI",13,11,0.878345172274855,0.0119397233978979,0.017848059503969
"BSI",13,12,0.87608642532777,0.0120767742141333,0.0180026193261233
"BSI",13,13,0.87447882153935,0.0121374712706,0.0181134694920095
"BSI",13,14,0.873887438185065,0.0122017865314362,0.0181605636530049
"BSI",13,15,0.872670924611232,0.0122543484428488,0.0182463818019371
"BSI",13,16,0.871072526680226,0.012329111799203,0.01835586707427
"BSI",13,17,0.868892932809982,0.012429773433198,0.0185024672388093
"BSI",14,4,0.886492280037335,0.0115451221229873,0.0172743659884851
"BSI",14,5,0.887079181462829,0.0115183694016536,0.0172240635828273
"BSI",14,6,0.88458720917751,0.0116573692326161,0.0174018267422439
"BSI",14,7,0.882708530817695,0.0117498091792462,0.0175384050830696
"BSI",14,8,0.881280589737914,0.0117693659782374,0.017641116650857
"BSI",14,9,0.881617107397343,0.0117803560093336,0.0176223530781879
"BSI",14,10,0.879248937189013,0.0118925760694268,0.0177897994329997
"BSI",14,11,0.877381673328171,0.0119511696886112,0.0179202947098778
"BSI",14,12,0.874945947262427,0.0120803912238616,0.018084408237631
"BSI",14,13,0.87451594090021,0.0120970270912099,0.018117676008156
"BSI",14,14,0.873912850400206,0.0121413234045291,0.0181661441960296
"BSI",14,15,0.87273645360134,0.0122109502529926,0.0182526429356425
"BSI",14,16,0.871372128968464,0.0122887445416728,0.0183459865224525
"BSI",14,17,0.869620622378569,0.0123833114834776,0.0184654949649256
"BSI",15,4,0.882413605659871,0.0116872758953693,0.0175633455389202
"BSI",15,5,0.882117426986884,0.0116357974869609,0.0175756883647153
"BSI",15,6,0.881277899683004,0.0117759304809649,0.017633796044325
"BSI",15,7,0.879127439298979,0.0118209368169556,0.017786017101605
"BSI",15,8,0.878455351215837,0.0118434656687187,0.0178346235826318
"BSI",15,9,0.877721245578925,0.0118838647762322,0.0178889803788528
"BSI",15,10,0.876537305276656,0.011965978263508,0.0179725928351806
"BSI",15,11,0.875319108885694,0.0120042158419462,0.0180609109919551
"BSI",15,12,0.873814321250939,0.0120980945476192,0.0181618059498197
"BSI",15,13,0.872931655276455,0.0121287384372266,0.0182248179946505
"BSI",15,14,0.872538480313643,0.0121780731481857,0.0182583316068706
"BSI",15,15,0.871417423825307,0.0122565528793632,0.018340206433618
"BSI",15,16,0.869694236734929,0.0123421085333041,0.0184553863342779
"BSI",15,17,0.86787961926329,0.01244205394884,0.0185794850435258
"built_density",2,4,0.469662211316851,0.28512352631654,0.374060736324599
"built_density",2,5,0.479916525020515,0.281573632107691,0.368429946977234
"built_density",2,6,0.486136256146253,0.279973733355047,0.364873384634398
"built_density",2,7,0.490717313001691,0.278664491059518,0.362571922982078
"built_density",2,8,0.495593780679358,0.277312247805409,0.360271363677092
"built_density",2,9,0.497066422630685,0.276880655146446,0.359316350469313
"built_density",2,10,0.497287854131404,0.276819408882519,0.358764721150899
"built_density",2,11,0.498756394897305,0.276620282762097,0.357965565288252
"built_density",2,12,0.49907148254431,0.276609570133811,0.357647114288916
"built_density",2,13,0.499475504234372,0.276544214363699,0.357323686077866
"built_density",2,14,0.5007003274523,0.276270944334893,0.356765515134375
"built_density",2,15,0.501034840845242,0.276152035111526,0.356513959893653
"built_density",2,16,0.501440209704956,0.276105095809324,0.356266388673457
"built_density",2,17,0.501744563353076,0.276166395936922,0.35605473795547
"built_density",3,4,0.55041577899573,0.258420862465335,0.343043047786019
"built_density",3,5,0.560641385986862,0.255873718868129,0.337310039508297
"built_density",3,6,0.572482402937228,0.252707371290482,0.332044911067457
"built_density",3,7,0.578494806359157,0.251685738558911,0.329076863512978
